user_id,user_name,drinking_usage_litres,bathing_usage_litres,cooking_usage_litres,washing_usage_litres,other_usage_litres,total_usage_litres,Water_Usage_Category
93,Samarth Bassi,3.82,18.67,27.96,72.59,8.51,131.55,Normal
94,Sana Majumdar,1.31,39.24,30.49,26.11,17.87,115.02,Normal
95,Kavya Taneja,1.32,37.32,11.47,65.71,16.24,132.06,Normal
96,Miraan Mannan,3.5,19.24,50.24,64.56,10.78,148.32,High
97,Samarth Sampath,2.27,47.52,55.47,75.78,16.83,197.87,High
98,Samiha Shan,4.96,43.38,46.91,12.59,25.51,133.35,Normal
99,Dhanush Maharaj,4.36,59.48,34.07,66.01,6.31,170.23,High
100,Rhea Sama,4.72,18.91,40.98,36.38,21.7,122.69,Normal
1,Charvi Cherian,2.59,25.58,17.95,37.15,33.76,117.03,Normal
2,Romil Khosla,3.41,9.79,42.96,63.71,3.19,123.06,Normal
3,Keya Sharaf,1.58,57.8,30.19,62.93,5.8,158.3,High
4,Dhruv Sankaran,4.76,52.49,5.29,7.73,15.61,85.88,Low
5,Indrans Bhavsar,2.54,20.31,13.51,50.81,39.69,126.86,Normal
6,Tejas Lalla,2.97,6.06,48.23,78.29,9.54,145.09,High
7,Vivaan Vaidya,1.27,37.31,48.56,51.86,17.26,156.26,High
8,Khushi Chandran,4.22,18.15,21.51,7.31,19.66,70.85,Low
9,Chirag Dugal,4.55,27.07,54.58,75.05,38.49,199.74,High
10,Kismat Bhalla,3.09,8.73,20.25,20.93,26.5,79.5,Low
11,Alia D’Alia,2.06,22.59,24.43,70.83,35.45,155.36,High
12,Nitya Dyal,3.86,27.16,52.31,65.51,27.18,176.02,High
13,Anaya Choudhary,5.0,20.67,40.03,64.53,33.4,163.63,High
14,Jiya Sandal,1.46,14.96,46.16,8.91,14.62,86.11,Low
15,Tara Borra,3.43,15.93,26.25,21.78,17.85,85.24,Low
16,Kiaan Cherian,2.73,18.08,37.53,42.62,36.24,137.2,High
17,Adira Lad,4.47,5.71,14.05,79.13,22.48,125.84,Normal
18,Reyansh Aggarwal,3.34,41.16,56.82,20.41,36.29,158.02,High
19,Ishaan Golla,1.35,53.28,35.59,77.24,22.73,190.19,High
20,Vihaan Kuruvilla,2.19,27.89,49.93,64.95,36.23,181.19,High
21,Madhav Swaminathan,3.6,45.09,52.22,79.51,32.97,213.39,High
22,Reyansh Dasgupta,1.02,37.21,12.52,60.97,38.98,150.7,High
23,Ryan Tata,3.66,51.33,12.48,14.39,16.4,98.26,Low
24,Damini Kalita,4.51,26.46,42.34,66.05,18.99,158.35,High
25,Neysa Dhar,1.13,35.52,9.56,66.36,13.3,125.87,Normal
26,Arnav Chauhan,3.97,10.9,41.58,20.87,24.14,101.46,Normal
27,Rania Rastogi,1.9,38.18,27.63,23.21,3.63,94.55,Low
28,Indrajit Ganguly,2.14,9.66,41.24,54.77,16.96,124.77,Normal
29,Akarsh Warrior,1.77,27.92,18.43,5.18,27.39,80.69,Low
30,Ivan Sheth,3.71,33.5,27.25,60.26,12.46,137.18,High
31,Miraan Wali,4.44,22.52,38.07,45.76,11.87,122.66,Normal
32,Akarsh Doshi,2.95,56.58,17.06,18.08,37.99,132.66,Normal
33,Sumer Ratti,1.37,25.79,15.35,17.3,6.64,66.45,Low
34,Adah Subramaniam,4.81,45.5,35.69,10.99,36.96,133.95,Normal
35,Oorja Kashyap,1.28,41.73,57.12,11.5,16.42,128.05,Normal
36,Misha Singhal,1.14,26.62,12.39,63.23,38.78,142.16,High
37,Yuvaan Lal,4.47,58.85,42.38,21.64,6.85,134.19,Normal
38,Vritika Sibal,3.0,58.63,13.38,17.45,21.46,113.92,Normal
39,Shaan Bassi,2.14,35.49,18.06,37.45,11.84,104.98,Normal
40,Rohan Roy,4.78,32.89,23.33,63.48,10.87,135.35,High
41,Kabir Tank,2.36,26.37,50.24,70.96,14.61,164.54,High
42,Anya Wagle,4.84,12.41,42.77,67.16,22.38,149.56,High
43,Kashvi Mandal,2.77,51.32,57.84,27.08,7.91,146.92,High
44,Eva Ganesh,1.56,59.24,26.89,41.98,11.55,141.22,High
45,Faiyaz Choudhry,1.95,26.06,43.2,49.35,3.61,124.17,Normal
46,Suhana Babu,1.36,58.69,33.42,41.62,20.64,155.73,High
47,Pihu Chandran,1.82,26.69,44.28,17.45,9.23,99.47,Low
48,Samar Acharya,1.83,39.37,59.13,11.08,33.92,145.33,High
49,Vanya Dhar,3.7,57.07,48.42,24.09,13.77,147.05,High
50,Indranil Tank,1.85,45.38,10.96,24.0,8.14,90.33,Low
51,Arnav Sha,3.49,50.54,49.69,67.1,8.18,179.0,High
52,Uthkarsh Suri,4.0,55.71,10.91,25.56,5.64,101.82,Normal
53,Mannat Bal,2.02,22.35,23.68,19.78,13.15,80.98,Low
54,Umang Das,4.99,34.55,29.88,76.97,12.12,158.51,High
55,Shanaya Venkataraman,4.61,24.88,5.32,34.23,30.77,99.81,Low
56,Indrans Deol,3.99,44.4,12.99,50.51,8.75,120.64,Normal
57,Yuvaan Boase,3.74,9.17,16.12,55.05,3.04,87.12,Low
58,Romil Chakraborty,1.45,21.84,27.27,77.09,20.33,147.98,High
59,Anahita Ravel,2.27,8.17,12.9,36.59,7.1,67.03,Low
60,Hunar Sachar,2.45,46.18,11.36,73.26,4.44,137.69,High
61,Anika Kumar,3.03,28.76,15.1,24.08,28.89,99.86,Low
62,Shayak Bassi,1.06,7.72,8.74,48.13,14.81,80.46,Low
63,Rasha Sundaram,4.55,20.35,26.35,17.87,14.98,84.1,Low
64,Navya Vasa,1.94,5.13,30.09,48.31,19.18,104.65,Normal
65,Kismat Thakkar,2.01,57.77,59.62,49.98,30.69,200.07,High
66,Ivana Iyengar,1.31,8.2,50.12,45.2,36.04,140.87,High
67,Taimur Ramanathan,2.17,49.27,42.45,6.67,14.57,115.13,Normal
68,Sara Goda,2.1,22.14,15.2,52.03,6.72,98.19,Low
69,Anya Hans,2.65,52.4,32.63,10.42,30.9,129.0,Normal
70,Renee Bath,3.13,24.2,43.19,20.49,26.89,117.9,Normal
71,Rati Dua,2.09,11.42,20.52,75.46,15.0,124.49,Normal
72,Devansh Kapadia,4.0,44.95,43.15,23.28,31.37,146.75,High
73,Shray Jayaraman,3.01,12.14,50.59,78.64,26.58,170.96,High
74,Madhup Batra,2.46,11.08,9.03,27.2,7.12,56.89,Low
75,Aayush Shenoy,4.48,11.8,44.04,68.6,22.46,151.38,High
76,Purab Viswanathan,1.85,32.78,18.91,46.66,1.68,101.88,Normal
77,Zeeshan Shere,1.42,22.09,32.56,13.4,12.59,82.06,Low
78,Anahi Sachar,4.3,42.06,49.24,64.3,2.42,162.32,High
79,Navya Doshi,1.07,7.05,40.39,75.94,29.76,154.21,High
80,Kartik Madan,3.55,20.95,46.75,35.96,25.85,133.06,Normal
81,Samarth Shenoy,1.68,39.29,44.29,59.43,27.3,171.99,High
82,Samar Chahal,3.5,12.82,44.65,18.15,26.08,105.2,Normal
83,Mamooty Kata,3.79,59.07,34.36,52.86,21.38,171.46,High
84,Saira Comar,3.67,11.45,31.5,61.27,1.67,109.56,Normal
85,Lavanya Kurian,4.28,8.97,14.14,36.97,33.67,98.03,Low
86,Madhav Butala,4.77,11.43,22.42,73.75,31.46,143.83,High
87,Neysa Bir,1.78,40.56,54.28,74.63,3.71,174.96,High
88,Samar Gour,4.65,55.87,35.24,15.2,13.94,124.9,Normal
89,Pranay Varma,1.53,45.89,39.27,47.78,1.39,135.86,High
90,Baiju Balan,4.72,44.69,56.64,11.58,36.64,154.27,High
91,Oorja Goyal,2.9,44.68,44.46,51.55,25.87,169.46,High
92,Nehmat Yohannan,1.1,36.94,39.33,13.52,31.71,122.6,Normal
93,Samarth Bassi,3.43,46.02,32.96,38.47,19.42,140.3,High
94,Sana Majumdar,4.58,39.55,18.83,17.44,11.15,91.55,Low
95,Kavya Taneja,2.54,56.83,48.72,60.16,20.41,188.66,High
96,Miraan Mannan,4.14,27.46,36.4,21.38,31.51,120.89,Normal
97,Samarth Sampath,3.68,33.35,21.41,79.21,7.02,144.67,High
98,Samiha Shan,3.17,59.25,33.15,40.62,31.23,167.42,High
99,Dhanush Maharaj,1.93,59.63,51.87,45.57,32.37,191.37,High
100,Rhea Sama,4.77,20.82,54.25,13.05,17.37,110.26,Normal
1,Charvi Cherian,1.86,57.48,19.02,24.8,18.1,121.26,Normal
2,Romil Khosla,2.21,21.24,6.09,53.61,19.41,102.56,Normal
3,Keya Sharaf,4.92,43.07,50.3,64.32,18.73,181.34,High
4,Dhruv Sankaran,2.02,51.11,45.66,79.29,26.41,204.49,High
5,Indrans Bhavsar,4.93,47.67,24.64,78.05,23.55,178.84,High
6,Tejas Lalla,1.74,34.64,27.52,14.86,5.26,84.02,Low
7,Vivaan Vaidya,3.17,42.98,10.5,31.95,18.03,106.63,Normal
8,Khushi Chandran,1.66,35.32,50.6,64.78,30.05,182.41,High
9,Chirag Dugal,1.42,15.79,39.1,49.42,10.27,116.0,Normal
10,Kismat Bhalla,2.21,11.28,44.67,58.09,19.22,135.47,High
11,Alia D’Alia,1.16,34.39,58.48,41.04,29.52,164.59,High
12,Nitya Dyal,4.43,30.23,56.61,42.26,6.02,139.55,High
13,Anaya Choudhary,4.86,16.28,6.1,75.67,21.58,124.49,Normal
14,Jiya Sandal,2.91,54.47,48.51,50.28,24.53,180.7,High
15,Tara Borra,3.69,53.4,53.43,74.89,38.48,223.89,High
16,Kiaan Cherian,2.97,36.26,7.64,73.83,26.32,147.02,High
17,Adira Lad,3.55,8.25,31.2,45.17,11.59,99.76,Low
18,Reyansh Aggarwal,3.1,10.34,47.31,78.28,30.42,169.45,High
19,Ishaan Golla,3.53,26.24,37.8,47.61,1.22,116.4,Normal
20,Vihaan Kuruvilla,3.78,36.14,59.15,43.26,12.22,154.55,High
21,Madhav Swaminathan,2.91,11.76,10.66,18.39,36.55,80.27,Low
22,Reyansh Dasgupta,1.5,26.08,42.83,54.2,31.47,156.08,High
23,Ryan Tata,4.39,39.26,58.92,62.56,39.73,204.86,High
24,Damini Kalita,2.71,57.09,53.06,43.39,4.06,160.31,High
25,Neysa Dhar,2.25,15.31,24.95,30.69,9.07,82.27,Low
26,Arnav Chauhan,1.9,16.83,38.27,57.67,33.09,147.76,High
27,Rania Rastogi,3.44,11.28,44.7,76.73,15.5,151.65,High
28,Indrajit Ganguly,1.54,51.27,13.15,78.62,3.29,147.87,High
29,Akarsh Warrior,1.51,52.17,43.58,54.44,11.65,163.35,High
30,Ivan Sheth,2.37,42.8,20.98,25.12,21.04,112.31,Normal
31,Miraan Wali,3.52,35.01,44.58,62.16,33.01,178.28,High
32,Akarsh Doshi,4.75,34.92,44.56,34.85,5.75,124.83,Normal
33,Sumer Ratti,2.37,48.8,21.9,59.04,32.48,164.59,High
34,Adah Subramaniam,1.28,51.59,6.83,56.23,22.24,138.17,High
35,Oorja Kashyap,3.28,13.15,50.58,32.68,34.98,134.67,Normal
36,Misha Singhal,3.3,20.61,45.91,14.27,34.92,119.01,Normal
37,Yuvaan Lal,4.13,44.73,24.26,75.18,36.97,185.27,High
38,Vritika Sibal,1.51,55.44,55.14,51.76,8.21,172.06,High
39,Shaan Bassi,4.8,58.29,27.87,30.08,15.58,136.62,High
40,Rohan Roy,4.59,32.05,27.96,10.74,34.36,109.7,Normal
41,Kabir Tank,4.84,26.85,35.77,8.6,32.86,108.92,Normal
42,Anya Wagle,2.87,29.17,46.08,79.71,7.3,165.13,High
43,Kashvi Mandal,4.41,7.59,17.28,79.5,21.77,130.55,Normal
44,Eva Ganesh,2.46,44.2,54.83,43.04,24.8,169.33,High
45,Faiyaz Choudhry,3.43,48.72,54.04,43.56,22.96,172.71,High
46,Suhana Babu,3.08,46.86,5.87,45.6,11.68,113.09,Normal
47,Pihu Chandran,4.71,38.9,35.97,63.64,27.57,170.79,High
48,Samar Acharya,4.4,12.33,54.96,10.06,17.37,99.12,Low
49,Vanya Dhar,1.8,10.69,24.76,39.23,22.66,99.14,Low
50,Indranil Tank,4.54,19.04,25.06,38.96,15.77,103.37,Normal
51,Arnav Sha,1.72,21.39,14.86,28.11,23.99,90.07,Low
52,Uthkarsh Suri,3.51,13.0,14.57,33.43,19.83,84.34,Low
53,Mannat Bal,4.37,22.43,58.63,39.1,4.9,129.43,Normal
54,Umang Das,2.77,18.46,5.28,17.19,19.35,63.05,Low
55,Shanaya Venkataraman,2.36,5.77,42.06,71.43,23.11,144.73,High
56,Indrans Deol,4.17,22.86,44.75,6.58,10.2,88.56,Low
57,Yuvaan Boase,4.01,19.31,48.87,34.39,6.22,112.8,Normal
58,Romil Chakraborty,4.48,51.69,54.46,74.15,15.22,200.0,High
59,Anahita Ravel,1.05,41.26,44.62,9.58,16.6,113.11,Normal
60,Hunar Sachar,4.5,49.34,44.66,72.58,35.34,206.42,High
61,Anika Kumar,1.01,50.99,49.79,78.34,21.21,201.34,High
62,Shayak Bassi,1.73,25.23,11.16,11.28,7.79,57.19,Low
63,Rasha Sundaram,4.45,26.02,18.31,19.21,24.17,92.16,Low
64,Navya Vasa,3.93,7.97,59.31,40.37,22.84,134.42,Normal
65,Kismat Thakkar,3.67,17.3,9.05,76.98,34.07,141.07,High
66,Ivana Iyengar,2.65,6.06,57.74,26.8,32.1,125.35,Normal
67,Taimur Ramanathan,4.8,53.42,9.48,69.36,29.61,166.67,High
68,Sara Goda,1.37,41.93,39.86,75.22,1.64,160.02,High
69,Anya Hans,2.53,14.22,59.69,48.98,15.54,140.96,High
70,Renee Bath,2.16,46.84,51.98,77.72,10.87,189.57,High
71,Rati Dua,2.54,28.06,7.07,44.25,13.6,95.52,Low
72,Devansh Kapadia,2.27,12.19,55.63,23.06,14.25,107.4,Normal
73,Shray Jayaraman,4.14,15.64,56.11,65.82,35.74,177.45,High
74,Madhup Batra,1.13,8.72,26.53,16.81,14.91,68.1,Low
75,Aayush Shenoy,2.32,54.37,14.33,52.98,34.04,158.04,High
76,Purab Viswanathan,4.0,7.53,18.77,61.93,34.18,126.41,Normal
77,Zeeshan Shere,2.16,43.29,12.62,64.01,25.72,147.8,High
78,Anahi Sachar,2.96,21.3,24.77,60.34,17.12,126.49,Normal
79,Navya Doshi,2.89,41.85,40.18,52.81,17.61,155.34,High
80,Kartik Madan,1.91,41.86,35.42,24.6,34.27,138.06,High
81,Samarth Shenoy,2.98,13.92,13.81,44.39,1.57,76.67,Low
82,Samar Chahal,1.21,18.71,50.79,15.36,20.63,106.7,Normal
83,Mamooty Kata,4.68,41.49,51.1,51.23,35.18,183.68,High
84,Saira Comar,3.17,59.91,50.48,46.89,39.26,199.71,High
85,Lavanya Kurian,1.9,56.94,56.3,17.05,1.78,133.97,Normal
86,Madhav Butala,2.06,49.66,33.33,68.24,21.02,174.31,High
87,Neysa Bir,4.47,46.66,18.98,7.0,10.1,87.21,Low
88,Samar Gour,2.12,21.01,20.18,51.17,26.32,120.8,Normal
89,Pranay Varma,1.95,42.68,27.56,29.05,20.4,121.64,Normal
90,Baiju Balan,4.06,24.27,23.03,23.64,36.44,111.44,Normal
91,Oorja Goyal,1.6,38.99,6.14,36.22,21.87,104.82,Normal
92,Nehmat Yohannan,2.32,51.38,34.04,54.63,26.91,169.28,High
93,Samarth Bassi,1.2,20.94,35.16,13.71,19.95,90.96,Low
94,Sana Majumdar,1.4,51.25,6.75,70.47,10.94,140.81,High
95,Kavya Taneja,1.55,53.63,30.13,62.81,25.37,173.49,High
96,Miraan Mannan,2.36,46.42,5.42,58.42,14.51,127.13,Normal
97,Samarth Sampath,1.1,27.6,24.26,23.82,1.27,78.05,Low
98,Samiha Shan,1.27,45.35,30.2,31.77,13.19,121.78,Normal
99,Dhanush Maharaj,2.53,54.29,12.7,25.17,13.4,108.09,Normal
100,Rhea Sama,4.88,29.5,18.49,68.39,10.5,131.76,Normal
1,Charvi Cherian,2.59,39.71,16.98,57.65,5.04,121.97,Normal
2,Romil Khosla,2.67,43.73,31.24,77.64,5.59,160.87,High
3,Keya Sharaf,2.41,34.7,55.45,10.87,7.81,111.24,Normal
4,Dhruv Sankaran,1.2,27.18,54.89,26.22,34.98,144.47,High
5,Indrans Bhavsar,3.92,20.96,5.48,21.06,12.0,63.42,Low
6,Tejas Lalla,2.2,9.1,30.64,28.31,30.77,101.02,Normal
7,Vivaan Vaidya,4.55,52.14,27.39,12.49,7.87,104.44,Normal
8,Khushi Chandran,4.82,20.29,16.12,27.03,11.67,79.93,Low
9,Chirag Dugal,3.5,24.93,38.21,32.6,9.8,109.04,Normal
10,Kismat Bhalla,4.8,40.8,55.04,10.72,16.77,128.13,Normal
11,Alia D’Alia,4.82,29.84,32.96,35.2,21.8,124.62,Normal
12,Nitya Dyal,3.94,33.31,13.35,11.35,24.85,86.8,Low
13,Anaya Choudhary,3.74,6.74,24.13,21.62,15.24,71.47,Low
14,Jiya Sandal,3.12,22.45,11.96,79.04,11.27,127.84,Normal
15,Tara Borra,4.41,9.4,35.79,73.66,29.46,152.72,High
16,Kiaan Cherian,4.76,44.53,15.56,33.87,7.97,106.69,Normal
17,Adira Lad,1.22,54.6,37.62,15.88,31.58,140.9,High
18,Reyansh Aggarwal,2.54,47.28,19.17,61.53,4.62,135.14,High
19,Ishaan Golla,2.2,9.94,21.9,16.61,27.27,77.92,Low
20,Vihaan Kuruvilla,3.56,35.28,7.79,65.86,33.88,146.37,High
21,Madhav Swaminathan,4.01,48.67,35.01,51.36,30.3,169.35,High
22,Reyansh Dasgupta,1.12,54.92,7.54,71.68,31.67,166.93,High
23,Ryan Tata,2.33,32.44,31.87,49.72,22.57,138.93,High
24,Damini Kalita,1.83,45.94,36.47,37.99,30.46,152.69,High
25,Neysa Dhar,4.4,32.63,13.9,71.56,24.34,146.83,High
26,Arnav Chauhan,3.55,6.02,34.78,39.53,26.14,110.02,Normal
27,Rania Rastogi,2.7,32.86,54.17,64.52,21.48,175.73,High
28,Indrajit Ganguly,2.64,54.14,20.06,65.88,3.8,146.52,High
29,Akarsh Warrior,2.53,15.56,30.36,33.56,4.01,86.02,Low
30,Ivan Sheth,4.61,37.31,47.9,8.8,20.41,119.03,Normal
31,Miraan Wali,2.64,15.86,54.35,25.47,34.21,132.53,Normal
32,Akarsh Doshi,1.97,58.21,21.22,63.23,7.63,152.26,High
33,Sumer Ratti,4.8,36.3,49.08,46.4,5.0,141.58,High
34,Adah Subramaniam,2.77,58.82,6.21,42.04,7.35,117.19,Normal
35,Oorja Kashyap,2.28,18.69,9.1,33.12,24.62,87.81,Low
36,Misha Singhal,1.45,20.11,52.56,17.07,32.42,123.61,Normal
37,Yuvaan Lal,3.32,19.04,33.04,16.2,10.86,82.46,Low
38,Vritika Sibal,4.9,5.37,6.64,61.12,16.51,94.54,Low
39,Shaan Bassi,2.78,40.98,26.04,17.05,18.65,105.5,Normal
40,Rohan Roy,1.35,55.42,5.05,56.76,10.9,129.48,Normal
41,Kabir Tank,3.73,13.74,22.37,15.73,29.52,85.09,Low
42,Anya Wagle,2.32,14.13,17.72,69.5,30.65,134.32,Normal
43,Kashvi Mandal,3.96,25.26,32.19,65.66,12.71,139.78,High
44,Eva Ganesh,3.93,9.6,27.87,49.05,25.67,116.12,Normal
45,Faiyaz Choudhry,2.02,38.97,50.36,77.93,39.77,209.05,High
46,Suhana Babu,1.3,27.45,25.48,5.42,13.16,72.81,Low
47,Pihu Chandran,2.79,15.89,58.41,19.3,11.26,107.65,Normal
48,Samar Acharya,1.73,59.42,50.92,57.02,31.42,200.51,High
49,Vanya Dhar,1.69,40.07,47.25,49.04,31.93,169.98,High
50,Indranil Tank,4.73,47.77,58.65,67.42,15.98,194.55,High
51,Arnav Sha,1.1,7.37,31.54,49.62,24.83,114.46,Normal
52,Uthkarsh Suri,2.88,24.7,26.55,56.12,20.19,130.44,Normal
53,Mannat Bal,4.44,32.81,10.17,53.8,2.4,103.62,Normal
54,Umang Das,3.01,20.2,56.61,30.49,35.92,146.23,High
55,Shanaya Venkataraman,1.85,10.43,35.22,48.09,26.9,122.49,Normal
56,Indrans Deol,2.51,12.86,17.76,64.94,9.94,108.01,Normal
57,Yuvaan Boase,2.82,19.02,9.58,40.47,8.84,80.73,Low
58,Romil Chakraborty,3.8,38.64,55.09,14.94,3.89,116.36,Normal
59,Anahita Ravel,1.94,27.86,47.97,43.04,2.68,123.49,Normal
60,Hunar Sachar,3.04,30.99,29.39,52.93,35.49,151.84,High
61,Anika Kumar,4.52,19.03,57.47,39.81,1.19,122.02,Normal
62,Shayak Bassi,2.22,6.24,14.07,39.51,5.75,67.79,Low
63,Rasha Sundaram,1.41,10.0,13.58,75.74,35.25,135.98,High
64,Navya Vasa,1.03,8.47,50.5,32.46,20.99,113.45,Normal
65,Kismat Thakkar,1.77,48.64,48.25,75.65,7.2,181.51,High
66,Ivana Iyengar,3.63,21.87,37.79,7.63,28.57,99.49,Low
67,Taimur Ramanathan,1.77,16.01,48.48,79.85,25.43,171.54,High
68,Sara Goda,1.59,16.7,42.73,34.56,18.23,113.81,Normal
69,Anya Hans,3.5,48.93,41.64,43.18,28.06,165.31,High
70,Renee Bath,1.95,15.96,54.56,25.64,16.13,114.24,Normal
71,Rati Dua,4.94,39.91,10.98,54.0,24.65,134.48,Normal
72,Devansh Kapadia,4.57,15.32,59.72,50.98,11.36,141.95,High
73,Shray Jayaraman,2.88,47.89,13.2,43.72,32.89,140.58,High
74,Madhup Batra,2.2,43.91,36.99,13.2,37.01,133.31,Normal
75,Aayush Shenoy,4.57,5.02,51.72,62.24,6.82,130.37,Normal
76,Purab Viswanathan,1.36,52.03,10.53,63.37,20.14,147.43,High
77,Zeeshan Shere,2.56,31.31,37.68,66.74,37.65,175.94,High
78,Anahi Sachar,2.22,43.55,50.43,60.19,4.67,161.06,High
79,Navya Doshi,4.36,33.82,36.44,72.34,37.26,184.22,High
80,Kartik Madan,1.53,27.16,37.53,10.61,37.88,114.71,Normal
81,Samarth Shenoy,4.71,25.98,16.96,55.04,24.53,127.22,Normal
82,Samar Chahal,1.96,8.49,31.86,60.81,24.3,127.42,Normal
83,Mamooty Kata,4.69,31.12,14.67,44.0,6.8,101.28,Normal
84,Saira Comar,4.99,30.98,28.42,43.12,11.23,118.74,Normal
85,Lavanya Kurian,4.42,26.48,18.45,5.87,35.45,90.67,Low
86,Madhav Butala,3.28,30.58,35.65,8.47,17.86,95.84,Low
87,Neysa Bir,4.37,31.22,23.31,18.6,35.42,112.92,Normal
88,Samar Gour,3.04,21.94,32.48,60.96,18.14,136.56,High
89,Pranay Varma,2.9,34.94,43.11,49.84,11.64,142.43,High
90,Baiju Balan,3.63,12.87,57.0,10.09,19.52,103.11,Normal
91,Oorja Goyal,3.68,43.31,6.53,18.97,28.17,100.66,Normal
92,Nehmat Yohannan,4.1,55.46,30.29,8.29,39.19,137.33,High
93,Samarth Bassi,4.74,45.44,39.15,26.74,19.86,135.93,High
94,Sana Majumdar,3.22,17.0,40.48,16.05,2.37,79.12,Low
95,Kavya Taneja,3.87,55.64,32.33,72.28,32.41,196.53,High
96,Miraan Mannan,3.36,17.5,9.9,17.43,37.7,85.89,Low
97,Samarth Sampath,3.21,20.97,39.77,79.9,27.33,171.18,High
98,Samiha Shan,4.82,23.41,19.72,8.12,34.84,90.91,Low
99,Dhanush Maharaj,3.96,47.29,55.55,61.6,11.94,180.34,High
100,Rhea Sama,4.85,57.94,57.0,31.45,38.2,189.44,High
1,Charvi Cherian,1.59,9.15,26.99,31.74,30.38,99.85,Low
2,Romil Khosla,2.04,48.97,39.22,78.62,11.29,180.14,High
3,Keya Sharaf,2.63,46.88,5.86,6.66,30.54,92.57,Low
4,Dhruv Sankaran,4.38,30.28,14.44,16.1,19.76,84.96,Low
5,Indrans Bhavsar,4.33,24.2,33.85,79.23,13.81,155.42,High
6,Tejas Lalla,3.43,47.01,19.9,74.9,9.91,155.15,High
7,Vivaan Vaidya,2.07,26.79,30.77,54.77,16.71,131.11,Normal
8,Khushi Chandran,2.76,54.47,39.66,15.19,38.97,151.05,High
9,Chirag Dugal,2.36,40.75,56.8,43.8,33.02,176.73,High
10,Kismat Bhalla,3.13,31.49,17.26,61.27,12.87,126.02,Normal
11,Alia D’Alia,3.9,33.52,52.28,74.71,23.95,188.36,High
12,Nitya Dyal,2.29,18.48,16.66,52.07,5.04,94.54,Low
13,Anaya Choudhary,3.94,11.38,14.83,33.73,22.8,86.68,Low
14,Jiya Sandal,2.98,33.76,49.46,76.27,8.35,170.82,High
15,Tara Borra,1.55,51.54,53.1,18.6,31.19,155.98,High
16,Kiaan Cherian,2.53,26.3,52.86,15.32,38.87,135.88,High
17,Adira Lad,4.84,28.07,5.24,74.25,39.66,152.06,High
18,Reyansh Aggarwal,3.88,49.12,35.73,54.99,18.2,161.92,High
19,Ishaan Golla,2.47,16.72,36.41,17.23,35.0,107.83,Normal
20,Vihaan Kuruvilla,2.32,37.32,23.25,12.47,27.09,102.45,Normal
21,Madhav Swaminathan,2.77,11.44,19.15,62.27,21.31,116.94,Normal
22,Reyansh Dasgupta,3.67,38.79,41.12,50.37,4.75,138.7,High
23,Ryan Tata,1.64,6.92,27.37,65.91,10.92,112.76,Normal
24,Damini Kalita,1.11,6.74,25.88,16.02,17.75,67.5,Low
25,Neysa Dhar,1.12,48.25,41.24,73.45,5.33,169.39,High
26,Arnav Chauhan,2.94,51.06,56.55,70.34,31.8,212.69,High
27,Rania Rastogi,2.66,9.3,58.39,55.0,2.79,128.14,Normal
28,Indrajit Ganguly,2.74,9.92,7.26,39.91,32.49,92.32,Low
29,Akarsh Warrior,3.97,7.72,32.59,40.09,1.03,85.4,Low
30,Ivan Sheth,2.81,57.77,20.83,26.25,16.01,123.67,Normal
31,Miraan Wali,4.28,22.01,7.82,16.2,21.99,72.3,Low
32,Akarsh Doshi,4.07,50.14,43.67,43.13,14.39,155.4,High
33,Sumer Ratti,4.47,17.06,59.46,49.4,6.56,136.95,High
34,Adah Subramaniam,3.14,41.11,22.47,73.35,16.69,156.76,High
35,Oorja Kashyap,2.75,6.28,12.41,45.66,20.24,87.34,Low
36,Misha Singhal,3.65,36.78,58.26,29.47,31.07,159.23,High
37,Yuvaan Lal,3.66,56.89,50.9,31.38,5.01,147.84,High
38,Vritika Sibal,1.3,29.42,18.57,23.86,18.72,91.87,Low
39,Shaan Bassi,2.38,37.1,26.36,22.0,30.52,118.36,Normal
40,Rohan Roy,3.1,39.74,50.91,29.13,30.3,153.18,High
41,Kabir Tank,4.23,18.5,45.73,9.36,21.64,99.46,Low
42,Anya Wagle,4.22,46.09,45.01,30.26,31.7,157.28,High
43,Kashvi Mandal,2.99,30.33,21.77,54.11,23.93,133.13,Normal
44,Eva Ganesh,2.52,22.13,44.47,52.47,12.3,133.89,Normal
45,Faiyaz Choudhry,2.3,36.43,32.24,30.45,28.65,130.07,Normal
46,Suhana Babu,2.79,51.38,43.19,49.72,13.63,160.71,High
47,Pihu Chandran,1.71,58.37,48.57,67.0,21.75,197.4,High
48,Samar Acharya,2.7,53.96,52.63,7.49,6.91,123.69,Normal
49,Vanya Dhar,2.08,14.46,22.34,20.32,13.52,72.72,Low
50,Indranil Tank,3.4,41.67,35.01,78.38,27.28,185.74,High
51,Arnav Sha,5.0,52.79,51.08,44.07,30.42,183.36,High
52,Uthkarsh Suri,2.32,34.4,52.14,74.08,16.27,179.21,High
53,Mannat Bal,2.11,25.42,25.38,41.56,31.4,125.87,Normal
54,Umang Das,4.61,51.31,6.1,43.04,13.49,118.55,Normal
55,Shanaya Venkataraman,1.59,12.11,38.13,33.82,25.75,111.4,Normal
56,Indrans Deol,1.47,14.19,57.92,11.32,14.32,99.22,Low
57,Yuvaan Boase,4.74,32.75,55.93,50.48,2.32,146.22,High
58,Romil Chakraborty,3.89,33.4,27.22,31.08,21.2,116.79,Normal
